關鍵字,說明
術語_AI3DConversion,canonical=image.ai_3d_conversion；aliases=AI 3D 影像轉換、2D 轉 3D；類別=3D 影像功能；把相容 2D 內容轉換成 3D 效果；definition_only=true；內容與硬體限制須看完整型號；官方來源=https://www.samsung.com/tw/monitors/gaming/odyssey-3d-g90xf-27-inch-165hz-uhd-ls27fg900xcxzw/
術語_GlassesFree3D,canonical=image.glasses_free_3d；aliases=裸視 3D、裸眼 3D、Glasses-Free 3D；類別=3D 顯示；以眼球追蹤與視角映射呈現不需眼鏡的 3D；definition_only=true；不得推定所有 Odyssey 支援；官方來源=https://www.samsung.com/tw/monitors/gaming/odyssey-3d-g90xf-27-inch-165hz-uhd-ls27fg900xcxzw/
術語_SamsungVisionAI,canonical=smart.samsung_vision_ai；aliases=Samsung Vision AI、三星 Vision AI；類別=智慧顯示功能品牌；definition_only=true；旗下功能與支援範圍須看完整型號；官方來源=https://www.samsung.com/tw/monitors/smart/smart-monitor-m9-32-inch-smart-tv-apps-4k-oled-ls32fm902scxzw/
術語_OneUITizen,canonical=smart.one_ui_tizen；aliases=One UI Tizen、One UI；類別=智慧操作介面；definition_only=true；不得由 Tizen 自動推定使用此介面版本；官方來源=https://www.samsung.com/tw/monitors/smart/smart-monitor-m8-32-inch-smart-tv-apps-4k-uhd-ls32fm803ucxzw/
術語_Tizen,canonical=smart.tizen；aliases=Tizen、Tizen OS、智慧型 Tizen 作業系統；類別=智慧作業系統；definition_only=true；App、版本與功能須看完整型號。
術語_AIPictureOptimizer,canonical=image.ai_picture_optimizer；aliases=AI Picture Optimizer、AI 影像最佳化；類別=AI 影像；依內容類型調整顯示設定；definition_only=true；不得推定所有智慧螢幕支援；官方來源=https://www.samsung.com/tw/monitors/smart/smart-monitor-m8-32-inch-smart-tv-apps-4k-uhd-ls32fm803ucxzw/
術語_4KAIUpscaling,canonical=image.ai_upscaling_4k；aliases=4K AI Upscaling、4K AI 升頻、AI 影像升頻；類別=AI 影像；將低解析內容提升至接近 4K 的顯示效果；definition_only=true；不得與 Pro 版本互換；官方來源=https://www.samsung.com/tw/monitors/smart/smart-monitor-m8-32-inch-smart-tv-apps-4k-uhd-ls32fm803ucxzw/
術語_AIUpscaling,canonical=image.ai_upscaling_4k；aliases=AI Upscaling、AI 影像升頻、4K AI Upscaling、4K AI 升頻；類別=legacy 相容別名；舊雲端 key 僅導向一般版 4K AI Upscaling 的術語定義；definition_only=true；不得由泛指 AI Upscaling 證明任何型號支援、推定輸出解析度或當作 Pro 版本；官方來源=https://www.samsung.com/tw/monitors/smart/smart-monitor-m8-32-inch-smart-tv-apps-4k-uhd-ls32fm803ucxzw/
術語_4KAIUpscalingPro,canonical=image.ai_upscaling_4k_pro；aliases=4K AI Upscaling Pro、4K AI 升頻 Pro；類別=AI 影像；Pro 版本升頻功能；definition_only=true；不得由一般版推定支援；官方來源=https://www.samsung.com/tw/monitors/smart/smart-monitor-m9-32-inch-smart-tv-apps-4k-oled-ls32fm902scxzw/
術語_AISoccerMode,canonical=smart.ai_soccer_mode；aliases=AI Soccer Mode、AI 足球模式；類別=內容最佳化；針對足球內容調整影像與聲音；definition_only=true；不得與 Pro 版本互換；官方來源=https://www.samsung.com/tw/monitors/smart/smart-monitor-m8-32-inch-smart-tv-apps-4k-uhd-ls32fm803ucxzw/
術語_AISoccerModePro,canonical=smart.ai_soccer_mode_pro；aliases=AI Soccer Mode Pro、AI 專業足球模式；類別=內容最佳化；Pro 版本足球內容最佳化；definition_only=true；不得由一般版推定支援；官方來源=https://www.samsung.com/tw/monitors/smart/smart-monitor-m9-32-inch-smart-tv-apps-4k-oled-ls32fm902scxzw/
術語_ActiveVoiceAmplifierPro,canonical=audio.active_voice_amplifier_pro；aliases=Active Voice Amplifier Pro、智慧抗噪模式；類別=智慧音效；分析環境噪音並加強對話聲；definition_only=true；不得與 Adaptive Sound 系列互換；官方來源=https://www.samsung.com/tw/monitors/smart/smart-monitor-m9-32-inch-smart-tv-apps-4k-oled-ls32fm902scxzw/
術語_AdaptivePicture,canonical=image.adaptive_picture；aliases=Adaptive Picture、智慧偵測環境光源、自動畫質；類別=環境影像調整；依環境光線調整畫面；definition_only=true；不得由名稱推定完整調整範圍。
術語_AdaptiveSound,canonical=audio.adaptive_sound；aliases=Adaptive Sound、智慧偵測音效；類別=智慧音效；依內容或環境調整相容螢幕的音效；definition_only=true；不得推定為 + 或 Pro 版本，確切能力須看完整型號。
術語_AdaptiveSoundPlus,canonical=audio.adaptive_sound_plus；aliases=Adaptive Sound+、Adaptive Sound Plus；類別=智慧音效；definition_only=true；不得與一般版或 Pro 版本互換，確切能力須看完整型號。
術語_AdaptiveSoundPro,canonical=audio.adaptive_sound_pro；aliases=Adaptive Sound Pro；類別=智慧音效；definition_only=true；不得由一般版或 + 版本推定支援，確切能力須看完整型號；官方來源=https://www.samsung.com/tw/monitors/smart/smart-monitor-m9-32-inch-smart-tv-apps-4k-oled-ls32fm902scxzw/
術語_3DMapView,canonical=smart.map_view_3d；aliases=3D Map View、3D 地圖檢視；類別=SmartThings；以空間圖呈現與管理相容裝置；definition_only=true；官方來源=https://www.samsung.com/tw/monitors/smart/smart-monitor-m9-32-inch-smart-tv-apps-4k-oled-ls32fm902scxzw/
術語_KnoxVault,canonical=security.knox_vault；aliases=Samsung Knox Vault、Knox Vault；類別=安全；以隔離式硬體保護敏感資料；definition_only=true；不得由 Knox 名稱推定完整能力；官方來源=https://www.samsung.com/tw/monitors/smart/smart-monitor-m9-32-inch-smart-tv-apps-4k-oled-ls32fm902scxzw/
術語_Workspace,canonical=work.workspace；aliases=Workspace、工作空間；類別=生產力；整合遠端電腦與相容生產力服務；definition_only=true；服務內容須看完整型號與地區；官方來源=https://www.samsung.com/tw/monitors/smart/smart-monitor-m8-32-inch-smart-tv-apps-4k-uhd-ls32fm803ucxzw/
術語_MultiControl,canonical=work.multi_control；aliases=Multi Control、多功能操控；類別=跨裝置操控；以一組鍵鼠控制相容 Galaxy 裝置；definition_only=true；相容條件須看完整型號與裝置；官方來源=https://www.samsung.com/tw/monitors/smart/smart-monitor-m9-32-inch-smart-tv-apps-4k-oled-ls32fm902scxzw/
術語_GamingHub,canonical=smart.gaming_hub；aliases=Samsung Gaming Hub、三星遊戲中心、Gaming Hub；類別=遊戲服務入口；整合相容雲端或主機遊戲服務；definition_only=true；服務可用性依地區與型號；官方來源=https://www.samsung.com/tw/support/displays/2022-how-to-use-your-samsung-odyssey-ark-gaming-monitor/
術語_MultiView,canonical=connection.multi_view；aliases=Multi View、多重視窗；類別=多畫面功能家族；可同時顯示多個來源或應用內容；definition_only=true；不得自動等同 PIP 或 PBP；來源組合與數量須看完整型號。
術語_PIP,canonical=connection.pip；aliases=PIP、Picture in Picture、子母畫面；類別=多畫面模式；在主畫面內顯示第二來源小視窗；definition_only=true；不得由 Multi View 推定型號支援；官方來源=https://www.samsung.com/tw/monitors/gaming/odyssey-neo-g9-g95nc-57-inch-240hz-curved-dual-uhd-ls57cg952ncxzw/
術語_PBP,canonical=connection.pbp；aliases=PBP、Picture by Picture、分割畫面；類別=多畫面模式；並排顯示多個輸入來源；definition_only=true；不得由 Multi View 推定型號支援；官方來源=https://www.samsung.com/tw/monitors/gaming/odyssey-neo-g9-g95nc-57-inch-240hz-curved-dual-uhd-ls57cg952ncxzw/
術語_KVM,canonical=connection.kvm_switch；aliases=KVM、KVM Switch、內建 KVM 切換器；類別=輸入裝置切換；用一組鍵鼠在多台來源裝置間切換；definition_only=true；不得由 PBP 或 USB Hub 推定支援；官方來源=https://www.samsung.com/tw/monitors/high-resolution/viewfinity-s8-s80hf-27-inch-5k-usb-c-easy-connection-ls27h802efaxzw/
術語_AutoSourceSwitchPlus,canonical=connection.auto_source_switch_plus；aliases=Auto Source Switch+、自動來源切換+；類別=輸入切換；偵測新啟用輸入並自動切換來源；definition_only=true；不帶加號的版本不可自動視為相同；官方來源=https://www.samsung.com/tw/monitors/gaming/odyssey-neo-g9-g95nc-57-inch-240hz-curved-dual-uhd-ls57cg952ncxzw/
術語_AutoSourceSwitch,canonical=connection.auto_source_switch；aliases=Auto Source Switch、自動來源切換；類別=輸入切換；偵測輸入來源變化並切換；definition_only=true；不得由此列推定為 Auto Source Switch+。
術語_HDMI-CEC,canonical=connection.hdmi_cec；aliases=HDMI-CEC、Anynet+；類別=裝置控制協定；允許相容 HDMI 裝置傳遞部分控制指令；definition_only=true；支援範圍須看完整型號。
術語_Type-C,canonical=connection.usb_c；aliases=USB-C、USB Type-C、Type-C；類別=實體介面；definition_only=true；接頭外形不能證明具備影像、資料或供電功能，各能力須看完整型號。
術語_USBCPowerDelivery,canonical=connection.usb_c_pd；aliases=USB-C Power Delivery、USB-C PD、USB-C 供電；類別=USB-C 功能；definition_only=true；影像、資料與瓦數各自須看完整型號；官方來源=https://www.samsung.com/tw/monitors/high-resolution/viewfinity-s8-s80hf-27-inch-5k-usb-c-easy-connection-ls27h802efaxzw/
術語_LAN,canonical=connection.lan；aliases=LAN、RJ-45、乙太網路、網路孔；類別=有線網路介面；definition_only=true；不得由 USB-C 或 KVM 推定具備。
術語_AirPlay,canonical=connection.airplay；aliases=AirPlay、Apple AirPlay、蘋果無線投放；類別=無線投放；definition_only=true；相容版本、地區與裝置條件須看完整型號；官方來源=https://www.samsung.com/tw/monitors/smart/smart-monitor-m8-32-inch-smart-tv-apps-4k-uhd-ls32fm803ucxzw/
